submission_id,submission_date,gender,age,geography,financial_situation,education,employment_status,submission_state,,can_children_observe_deterioration_of_basic_services_of_school,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_teachers_at_scheduled_class_hours
4.71E+15,24-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Mérida,,1,No,There are not enough
6.56E+15,21-03-2021,Male,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
4.66E+15,13-03-2021,Female,16 to 25 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Miranda,,1,No,Irregularly
6.27E+15,13-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
5.41E+15,13-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
5.68E+15,14-03-2021,Male,36 to 45 years old,City center or metropolitan area,I cannot afford enough food for my family,University or college degree completed,None of the above,Miranda,,0,No,There are not enough
5.01E+15,28-03-2021,Prefer not to answer,26 to 35 years old,Rural,I cannot afford enough food for my family,Secondary school/ high school completed,I am a student,Miranda,,1,No,Irregularly
5.03E+15,21-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can comfortably afford food, clothes, and furniture, and I have savings",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.10E+15,22-05-2021,Male,16 to 25 years old,City center or metropolitan area,Prefer not to answer,Technical school diploma or degree completed,I am a student and I work part-time,Miranda,,1,1 day,Irregularly
6.67E+15,02-04-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.38E+15,28-03-2021,Male,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
5.73E+15,20-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
5.38E+15,04-04-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Some university or college,"I work part-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
5.74E+15,28-03-2021,Male,26 to 35 years old,Rural,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,None of the above,Miranda,,0,No,Irregularly
4.54E+15,16-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Miranda,,1,No,There are enough
5.48E+15,16-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.48E+15,24-03-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are not enough
5.80E+15,02-04-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can comfortably afford food, clothes, and furniture, and I have savings",Technical school diploma or degree completed,"I work part-time, either as an employee or self-employed",Miranda,,1,No,There are enough
5.55E+15,03-04-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work part-time, either as an employee or self-employed",Miranda,,0,No,There are enough
6.14E+15,30-03-2021,Male,Over 45 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",Some technical education (e.g polytechnic school),"I work full-time, either as an employee or self-employed",Miranda,,1,No,There are enough
6.24E+15,02-04-2021,Female,Over 45 years old,Rural,"I can afford food, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,,1,Every day,There are enough
6.49E+15,24-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some technical education (e.g polytechnic school),I am unemployed,Miranda,,1,No,Irregularly
5.21E+15,31-03-2021,Female,26 to 35 years old,City center or metropolitan area,I cannot afford enough food for my family,Technical school diploma or degree completed,"I do housework, fulfilling domestic tasks, looking after children",Miranda,,1,No,There are enough
6.60E+15,29-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,I am a student,Miranda,,1,3 days,There are enough
6.43E+15,13-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Some university or college,"I work full-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
6.01E+15,13-03-2021,Male,26 to 35 years old,Suburban/Peri-urban,I cannot afford enough food for my family,Some technical education (e.g polytechnic school),I am unemployed,Miranda,,1,No,There are not enough
5.19E+15,13-03-2021,Male,16 to 25 years old,Rural,"I can afford food, but nothing else",Some university or college,I am a student and I work part-time,Miranda,,0,2 days,There are enough
6.39E+15,03-04-2021,Female,Over 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work full-time, either as an employee or self-employed",Miranda,,0,No,There are enough
5.43E+15,13-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Miranda,,0,No,There are enough
4.86E+15,14-03-2021,Female,36 to 45 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,"I work part-time, either as an employee or self-employed",Miranda,,0,No,There are not enough
6.19E+15,19-03-2021,Male,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Miranda,,0,Every day,There are enough
6.08E+15,13-03-2021,Male,Over 45 years old,City center or metropolitan area,I cannot afford enough food for my family,Post-graduate education,I am unemployed,Miranda,,0,No,There are enough
5.78E+15,20-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",University or college degree completed,I am unemployed,Miranda,,1,Every day,There are enough
4.74E+15,19-03-2021,Male,16 to 25 years old,City center or metropolitan area,"I can afford food, but nothing else",Secondary school/ high school completed,I am a student and I work part-time,Miranda,,1,No,There are enough
6.62E+15,24-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Post-graduate education,"I work full-time, either as an employee or self-employed",Miranda,,1,No,Irregularly
5.85E+15,03-04-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food and regular expenses, but nothing else",Some university or college,None of the above,Miranda,,0,No,There are enough
5.45E+15,24-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,I am unemployed,Miranda,,0,No,There are enough
5.83E+15,13-03-2021,Male,36 to 45 years old,Suburban/Peri-urban,"I can afford food, but nothing else",Secondary school/ high school completed,I am unemployed,Lara,,1,No,There are not enough
5.09E+15,31-03-2021,Male,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Some secondary school / high school,I am a student,Lara,,1,No,There are not enough
6.40E+15,30-03-2021,Female,26 to 35 years old,City center or metropolitan area,"I can afford food, regular expenses, and clothes, but nothing else",University or college degree completed,"I do housework, fulfilling domestic tasks, looking after children",Lara,,1,No,There are not enough
5.25E+15,26-03-2021,Female,16 to 25 years old,Suburban/Peri-urban,"I can afford food and regular expenses, but nothing else",Secondary school/ high school completed,I am a student,Apure,,1,No,There are enough
6.39E+15,03-04-2021,Male,16 to 25 years old,Rural,I cannot afford enough food for my family,Some secondary school / high school,I am a student,Apure,,0,No,There are enough
5.38E+15,13-03-2021,Female,36 to 45 years old,City center or metropolitan area,"I can afford food, but nothing else",University or college degree completed,"I work part-time, either as an employee or self-employed",Apure,,1,No,Irregularly
